origen,segment,segmento,marca,modelo_generico,modelo,generacion,version,version_comercial,nro_puertas,cilindrada_en_lts,cilindrada_en_cc,potencia_en_cv,disposicion_cilindros,cantidad_valvulas,codigo_motor,familia_de_motor,sistema_alimentacion,sistema_inyeccion,turbo,combustible,transmision,nro_velocidades,freno_delantero,freno_trasero,traccion,peso,nro_pasajeros,tipo_uso,uso_bus,nro_ejes,periodo,fecha_inicial,fecha_final,año_inicial,año_final,buscador,año,flota,vcdb_marca,vcdb_modelo,a�o_inicial,a�o_final,a�o
COLOMBIA,PASSENGER CARS,AUTOMOVIL,CHEVROLET,CHEVY TAXI,CHEVY TAXI,-,CHEVY TAXI,1.3 MT 1300CC TAXI,4,1.3,1298,66,L4,8,G13B,G13B,INYECCION MULTIPUNTO,MULTIPUNTO SECUENCIAL,-,GASOLINA,MANUAL,-,-,-,4X2,845,5,PUBLICO,-,2,1991 - 2004,1991,2004,1991,2004,,1991,4431,Chevrolet,Chevy,,,
ECUADOR,PASSENGER CARS,CAMPERO,CHEVROLET,VITARA,VITARA,-,1.6L,1.6 MT 1600CC 3P,3,1.6,1590,79,-,-,G16A,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X4,1030,5,PARTICULAR,-,2,1991 - 2014,1991,2014,1991,2014,,1991,4427,,,,,
COLOMBIA,HEAVIES,CAMION,CHEVROLET,NHR,NHR 729,,2.8 MT,,-,2.8,2771,-,L4,-,-,-,-,-,-,DIESEL,MANUAL,-,,,-,,,,,,2006 - 2012,2006,2012,2006,2012,,2006,4414,Chevrolet,NHR,,,
ECUADOR,PASSENGER CARS,SUV,CHEVROLET,GRAND VITARA,GRAND VITARA,,STD,,5,2.0,1995,128,-,-,J20A,-,-,INYECCION INDIRECTA,-,GASOLINA,MANUAL,5,DISCO VENTILADO,TAMBOR,4X2,1330,5,,,2,2012 - 2016,2012,2016,2012,2016,,2012,4379,Chevrolet,Grand Vitara,,,
ECUADOR,LIGHT COMMERCIALS,PICKUP,CHEVROLET,D-MAX,D-MAX,,CRDI PREMIER AC 2.5 CD 4X4 TM DIESEL,,4,2.5,2500,-,-,-,4JA1-L,-,-,-,TURBO,DIESEL,MANUAL,-,,,4X4,,,,,2,2022 - 2023,2022,2023,2022,2023,,2022,4375,Chevrolet,D-Max,,,
COLOMBIA,PASSENGER CARS,HATCHBACK,CHEVROLET,SPARK,SPARK,,GT LS AC 1.2 5P 4X2 TM,,5,1.2,1206,-,-,-,B12D1,-,-,-,-,GASOLINA,MANUAL,-,,,4X2,,,,,2,2021 - 2022,2021,2022,2021,2022,,2021,4339,Chevrolet,Spark,,,
ECUADOR,PASSENGER CARS,SUV,SUZUKI,GRAND VITARA,GRAND VITARA,,SZ,,5,2.4,2393,163,-,-,J24B,-,INYECCION ELECTRONICA,INYECCION DIRECTA,-,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,TAMBOR,4X2,,5,,,2,2016 - 2019,2016,2019,2016,2019,,2016,4288,Suzuki,Grand Vitara,,,
BRASIL,PASSENGER CARS,SUV,CHEVROLET,TRACKER,TRACKER,,PREMIER TURBO AC 1.2 5P 4X2 TA,,5,1.2,1199,-,-,-,Ecotec,-,-,-,TURBO,GASOLINA,AUTOMATICA,-,,,4X2,,,,,2,2021 - 2022,2021,2022,2021,2022,,2021,4261,Chevrolet,Tracker,,,
JAPON,PASSENGER CARS,CAMPERO,TOYOTA,LAND CRUISER,LAND CRUISER LC 40, LC 40,FJ43,4.2 MT 4200CC LARGO LONA,3,4.2,4230,135,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X4,1550,7,PARTICULAR,-,2,1967 - 1967,1967,1967,1967,1967,,1967,4191,Toyota,Land Cruiser,,,
COLOMBIA,PASSENGER CARS,AUTOMOVIL,CHEVROLET,SWIFT,SWIFT,-,GTI,1.3 MT 1300CC PC,3,1.3,1298,100,L4,16,G13B252898,-,INYECCION MULTIPUNTO,INYECCION MULTIPUNTO,-,GASOLINA,MANUAL,-,-,-,4X2,800,5,PARTICULAR,-,2,1992 - 1996,1992,1996,1992,1996,,1992,3991,Chevrolet,Swift,,,
JAPON,LIGHT COMMERCIALS,CAMION,CHEVROLET,NLR,NLR 511,,EIV AC 3.0 2P 4X2 TM DIESEL,,-,3.0,2999,-,-,-,-,-,-,-,-,DIESEL,MANUAL,-,,,4X2,,,,,2,2021 - 2023,2021,2023,2021,2023,,2021,3898,,,,,
ECUADOR,PASSENGER CARS,SUV,GREAT WALL,HAVAL,M4,,M4 AC 1.5 5P 4X2 TM,,5,1.5,1497,-,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,,,4X2,,,,,,2019 - 2021,2019,2021,2019,2021,,2019,3897,,,,,
INDONESIA,PASSENGER CARS,SUV,TOYOTA,FORTUNER,FORTUNER,,FORTUNER AC 2.7 5P 4X4 TM,,5,2.7,2694,163,-,-,2TRFE,-,-,-,-,GASOLINA,MANUAL,-,DISCO VENTILADO,,4X4,,7,,,2,2017 - 2020,2017,2020,2017,2020,,2017,3882,Toyota,Fortuner,,,
CHINA,PASSENGER CARS,SUV,CHEVROLET,CAPTIVA,CAPTIVA,,LT TURBO 5PAS AC 1.5 5P 4X2 TA,,5,1.5,1500,-,-,-,LJO,-,-,-,TURBO,GASOLINA,AUTOMATICA,-,,,4X2,,5,,,2,2021 - 2021,2021,2021,2021,2021,,2021,3817,Chevrolet,Captiva,,,
VENEZUELA,LIGHT COMMERCIALS,PICK UP,TOYOTA,HILUX,HILUX,,2.7 MANUAL,,-,2.7,2694,-,-,-,3RZFE,-,-,-,-,GASOLINA,MANUAL,-,,,-,,,,,,2006 - 2007,2006,2007,2006,2007,,2006,3760,Toyota,Hilux,,,
ARGENTINA,LIGHT COMMERCIALS,PICK UP,TOYOTA,HILUX,HILUX,,2.5 MANUAL 4X2,,-,2.5,2494,102,L4,16,2KD-FTV,-,COMMON RAIL,INYECCION DIRECTA,TURBO,DIESEL,MANUAL,5,DISCO VENTILADO,TAMBOR,4X2,,,,,,2006 - 2011,2006,2011,2006,2011,,2006,3710,Toyota,Hilux,,,
COLOMBIA,PASSENGER CARS,CAMPERO,TOYOTA,PRADO,PRADO LC 90, LC 90,VX,3.4 MT 3400CC 5P,5,3.4,3400,180,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X4,1840,7,PARTICULAR,-,2,1999 - 1999,1999,1999,1999,1999,,1999,3705,Toyota,Prado,,,
BRASIL,PASSENGER CARS,HATCHBACK,CHEVROLET,JOY,JOY,,BLACK EDITION AC 1.4 5P 4X2 TM,,5,1.4,1389,-,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,,,4X2,,,,,2,2022 - 2022,2022,2022,2022,2022,,2022,3688,Chevrolet,Joy,,,
ECUADOR,LIGHT COMMERCIALS,PICKUP,CHEVROLET,D-MAX,D-MAX,,CRDI FULL AC 2.5 CD 4X4 TM DIESEL,,4,2.5,2500,-,-,-,4JA1-L,-,-,-,TURBO,DIESEL,MANUAL,-,,,4X4,,,,,2,2022 - 2023,2022,2023,2022,2023,,2022,3656,Chevrolet,D-Max,,,
VENEZUELA,PASSENGER CARS,SEDAN,TOYOTA,COROLLA,COROLLA,,1.6 MANUAL 4X2,,4,1.6,1600,110,L4,16,3ZZ-FE,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,MANUAL,-,DISCO VENTILADO,DISCO,4X2,,,,,,2003 - 2011,2003,2011,2003,2011,,2003,3601,Toyota,Corolla,,,
CHINA,PASSENGER CARS,SEDAN,CHEVROLET,CAVALIER,CAVALIER,,LT,,4,1.5,1485,109,-,-,L2B,-,INYECCION ELECTRONICA,INYECCION DIRECTA,TURBO,GASOLINA,MANUAL,6,DISCO,TAMBOR,4X2,1185,5,,,2,2018 - 2020,2018,2020,2018,2020,,2018,3593,Chevrolet,Cavalier,,,
CHINA,PASSENGER CARS,SUV,CHEVROLET,CAPTIVA,CAPTIVA,,PREMIER TURBO 7PAS AC 1.5 5P 4X2 TA,,5,1.5,1451,-,-,-,LJO,-,-,-,TURBO,GASOLINA,AUTOMATICA,-,,,4X2,,7,,,2,2021 - 2023,2021,2023,2021,2023,,2021,3586,Chevrolet,Captiva,,,
CHINA,LIGHT COMMERCIALS,VAN,CHEVROLET,N300,N300,,MAX CARGO,,4,1.2,1200,81,-,-,B12D1,-,-,-,-,GASOLINA,MANUAL,5,DISCO VENTILADO,TAMBOR,4X2,1125,7,,,2,2012 - 2019,2012,2019,2012,2019,,2012,3573,Chevrolet,N300,,,
COLOMBIA,PASSENGER CARS,AUTOMOVIL,CHEVROLET,SWIFT,SWIFT,-,"1,3",1.3 MT 1300CC PC,4,1.3,1298,66,L4,8,G13B,G13B,INYECCION MULTIPUNTO,INYECCION MULTIPUNTO,-,GASOLINA,MANUAL,-,-,-,4X2,845,5,PARTICULAR,-,2,1991 - 2004,1991,2004,1991,2004,,1991,3489,Chevrolet,Swift,,,
COLOMBIA,PASSENGER CARS,CAMPERO,CHEVROLET,SAMURAI,SAMURAI,-,"1,3",1.3 MT 1300CC LONA,3,1.3,1300,63,L4,8,G13B,G13B,INYECCION MULTIPUNTO,MULTIPUNTO SECUENCIAL,-,GASOLINA,MANUAL,-,-,-,4X4,1400,5,PARTICULAR,-,2,1990 - 2001,1990,2001,1990,2001,,1990,3467,,,,,
COLOMBIA,PASSENGER CARS,AUTOMOVIL,MAZDA,323,323,-,NX,1.5 MT 1500CC PC,4,1.5,1490,75,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,910,5,PARTICULAR,-,2,1986 - 1986,1986,1986,1986,1986,,1986,3462,Mazda,323,,,
COLOMBIA,LIGHT COMMERCIALS,PICKUP DOBLE CAB,TOYOTA,HILUX,HILUX G5,G5,2.4L,2.4 MT 2400CC 4X4 PC AA,4,2.4,2400,117,L4,16,22RE,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X4,1570,5,PARTICULAR,-,2,1991 - 1991,1991,1991,1991,1991,,1991,3431,Toyota,Hilux,,,
COREA,PASSENGER CARS,SEDAN,KIA,RIO,RIO,,LX,,4,1.4,1400,-,-,-,G4EE,-,-,-,-,GASOLINA,MANUAL,-,,,-,,,,,,2009 - 2012,2009,2012,2009,2012,,2009,3416,Kia,Rio,,,
COLOMBIA,PASSENGER CARS,AUTOMOVIL,CHEVROLET,ESTEEM,ESTEEM,-,1.3L,1.3 MT 1300CC,4,1.3,1298,85,L4,8,G13B,G13B,INYECCION MULTIPUNTO,INYECCION MULTIPUNTO,-,GASOLINA,MANUAL,-,-,-,4X2,910,5,PARTICULAR,-,2,1995 - 2004,1995,2004,1995,2004,,1995,3362,,,,,
COREA,PASSENGER CARS,HATCHBACK,CHEVROLET,SPARK,SPARK,,STD,,-,1.0,1000,-,L4,-,LQ4,-,-,-,-,GASOLINA,MANUAL,-,,,-,,,,,,2008 - 2012,2008,2012,2008,2012,,2008,3346,Chevrolet,Spark,,,
COLOMBIA,HEAVIES,CAMION,HINO,500,GH1J,,8.0 MANUAL,,-,8.0,7961,244,L6,-,J08C-TT,-,-,-,TURBO,DIESEL,MANUAL,-,,,-,,,,,2,2003 - 2010,2003,2010,2003,2010,,2003,3312,,,,,
COLOMBIA,PASSENGER CARS,CAMPERO,TOYOTA,LAND CRUISER,LAND CRUISER LC 70, LC 70,FZJ73,4.5 MT 4500CC PC AA,3,4.5,4500,210,-,-,1FZFE,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X4,1725,5,PARTICULAR,-,2,1993 - 1993,1993,1993,1993,1993,,1993,3287,Toyota,Land Cruiser 70,,,
ECUADOR,PASSENGER CARS,SEDAN,CHEVROLET,SAIL,SAIL,,STD,,4,1.4,1398,102,-,-,LCU,-,INYECCION ELECTRONICA,INYECCION DIRECTA,ASPIRADO,GASOLINA,MANUAL,5,DISCO VENTILADO,TAMBOR,4X2,1012,5,PARTICULAR,,2,2012 - 2017,2012,2017,2012,2017,,2012,3276,Chevrolet,Sail,,,
ECUADOR,LIGHT COMMERCIALS,PICKUP,CHEVROLET,D-MAX,D-MAX,,CRDI HIGH COUNTR,,4,3.0,2999,177,-,-,4JJ1-TC,-,-,INYECCION DIRECTA,TURBO,DIESEL,MANUAL,5,DISCO VENTILADO,TAMBOR,4X4,1875,4,PARTICULAR,,2,2017 - 2019,2017,2019,2017,2019,,2017,3275,Chevrolet,D-Max,,,
CHINA,PASSENGER CARS,SUV,JETOUR,X70,X70,II,II AC 1.5 5P 4X2 TM,,5,1.5,1500,-,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,,,4X2,,,,,2,2021 - 2023,2021,2023,2021,2023,,2021,3275,,,,,
COREA,PASSENGER CARS,AUTOMOVIL,DAEWOO,RACER,RACER,-,GTI,1.5 MT 1500CC,4,1.5,1500,95,L4,-,-,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,1250,5,PARTICULAR,-,2,1993 - 1999,1993,1999,1993,1999,,1993,3271,,,,,
COREA,PASSENGER CARS,HIBRIDO-J,KIA,STONIC,STONIC,,LX AC 1.0 5P 4X2 TM HYBRID,,5,1.0,998,-,-,-,G3LC,-,-,-,-,HIBRIDO/GASOLINA,MANUAL,-,,,4X2,,,,,2,2021 - 2023,2021,2023,2021,2023,,2021,3233,,,,,
BRASIL,PASSENGER CARS,SUV,CHEVROLET,TRAILBLAZER,TRAILBLAZER,,AC 2.8 5P 4X4 TA DIESEL,,5,2.8,2776,200,L4,16,VM,-,COMMON RAIL,INYECCION DIRECTA,TURBO,DIESEL,AUTOMATICA,6,DISCO VENTILADO,DISCO,4X4,,7,,,2,2016 - 2019,2016,2019,2016,2019,,2016,3215,Chevrolet,Trailblazer,,,
CHINA,PASSENGER CARS,SUV,CHERY,TIGGO,TIGGO 2,,TIGGO2 AC 1.5 5P 4X2 TM,,5,1.5,1497,105,-,-,SQRD4G1,-,INYECCION ELECTRONICA,INYECCION DIRECTA,-,GASOLINA,MANUAL,5,DISCO VENTILADO,DISCO,4X2,1215,5,PARTICULAR,,2,2018 - 2021,2018,2021,2018,2021,,2018,3179,Chery,Tiggo,,,
JAPON,LIGHT COMMERCIALS,CAMION,CHEVROLET,NMR,NMR 613,,EIII 3.0 2P 4X2 TM DIESEL,,2,3.0,2999,-,-,-,-,-,-,-,-,DIESEL,MANUAL,-,,,4X2,,,,,2,2021 - 2023,2021,2023,2021,2023,,2021,3117,,,,,
COREA,PASSENGER CARS,AUTOMOVIL,DAEWOO,CIELO,CIELO,-,GLE,1.5 AT 1500CC,4,1.5,1500,100,L4,-,-,-,-,-,-,GASOLINA,AUTOMATICA,-,-,-,4X2,1300,5,PARTICULAR,-,2,1995 - 1999,1995,1999,1995,1999,,1995,3114,,,,,
COREA,PASSENGER CARS,SUV,KIA,NIRO,NIRO,,AC 1.6 5P 4X2 TA HYBRID,,5,1.6,1580,103,-,-,G4LE,-,INYECCION ELECTRONICA,INYECCION DIRECTA,-,GASOLINA,AUTOMATICA,6,DISCO VENTILADO,,4X2,,5,,,2,2018 - 2019,2018,2019,2018,2019,,2018,3110,Kia,Niro,,,
JAPON,HEAVIES,CAMION,CHEVROLET,NPR,NPR 815,,EIII AC 5.2 2P 4X2 TM DIESEL,,-,5.2,5193,-,-,-,-,-,-,-,-,DIESEL,MANUAL,-,,,4X2,,,,,2,2021 - 2022,2021,2022,2021,2022,,2021,3107,Chevrolet,NPR,,,
ECUADOR,LIGHT COMMERCIALS,SUV,SHINERAY,SWM,SWM G01 AC 1.5 5P 4X2 TM,,1.5 MANUAL 4X2,,5,1.5,1499,-,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,,,4X2,,,,,2,2022 - 2023,2022,2023,2022,2023,,2022,3106,,,,,
BRASIL,LIGHT COMMERCIALS,DOBLE CABINA,CHEVROLET,COLORADO,COLORADO,,Z71 AC 2.8 CD 4X4 TA DIESEL,,4,2.8,2776,-,-,-,XLD28,-,-,-,-,DIESEL,AUTOMATICA,-,,,4X4,,,,,2,2022 - 2022,2022,2022,2022,2022,,2022,3088,Chevrolet,Colorado,,,
JAPON,LIGHT COMMERCIALS,CAMION,CHEVROLET,NLR,NLR 55E,,2.8 2P 4X2 TM DIESEL,,2,2.8,2771,91,-,-,4JB1-TC,-,-,INYECCION DIRECTA,TURBO,DIESEL,MANUAL,5,,,4X2,1760,2,,,2,2013 - 2019,2013,2019,2013,2019,,2013,3060,,,,,
COLOMBIA,PASSENGER CARS,CAMIONETA,CHEVROLET,SUPER CARRY,SUPER CARRY,-,CARGO,1.0 MT 1000CC,4,1.0,970,44,-,-,F10,F10,INYECCION MULTIPUNTO,MULTIPUNTO SECUENCIAL,-,GASOLINA,MANUAL,-,-,-,4X2,740,3,PARTICULAR,-,2,1993 - 2008,1993,2008,1993,2008,,1993,3046,,,,,
COLOMBIA,PASSENGER CARS,AUTOMOVIL,MAZDA,323,323,-,NB,1.5 MT 1500CC PC,4,1.5,1490,72,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,870,5,PARTICULAR,-,2,1985 - 1985,1985,1985,1985,1985,,1985,2927,Mazda,323,,,
COLOMBIA,PASSENGER CARS,AUTOMOVIL,CHEVROLET,CHEVETTE,CHEVETTE,-,"1,4",1.4 MT 1400CC TAXI,4,1.4,1400,76,L4,8,14L,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,914,5,PUBLICO,-,2,1984 - 1992,1984,1992,1984,1992,,1984,2925,Chevrolet,Chevette,,,
CHINA,LIGHT COMMERCIALS,VAN,CHERY,PRACTIVAN,Q22L,,Q22L AC 1.2 5P 4X2 TM,,5,1.2,1173,79,-,-,SQR472B,-,-,-,-,GASOLINA,MANUAL,5,DISCO,TAMBOR,4X2,1300,11,,,2,2017 - 2021,2017,2021,2017,2021,,2017,2911,,,,,
COLOMBIA,PASSENGER CARS,AUTOMOVIL,CHEVROLET,CHEVETTE,CHEVETTE,-,"1,6",1.6 MT 1600CC TAXI,4,1.6,1600,73,L4,-,16L,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,932,5,PUBLICO,-,2,1984 - 1999,1984,1999,1984,1999,,1984,2885,Chevrolet,Chevette,,,
INDONESIA,PASSENGER CARS,SUV,TOYOTA,FORTUNER,FORTUNER,,FORTUNER AC 2.7 5P 4X4 TA,,5,2.7,2494,163,-,-,2TRFE,-,-,-,-,GASOLINA,AUTOMATICA,-,DISCO VENTILADO,,4X4,,7,,,2,2017 - 2020,2017,2020,2017,2020,,2017,2884,Toyota,Fortuner,,,
ECUADOR,PASSENGER CARS,SUV,SUZUKI,GRAND VITARA,GRAND VITARA,,SZ,,5,2.0,1995,138,L4,16,J20A,-,INYECCION MULTIPUNTO,INYECCION INDIRECTA,ASPIRADO,GASOLINA,MANUAL,5,DISCO VENTILADO,DISCO VENTILADO,4X2,,5,,,2,2014 - 2016,2014,2016,2014,2016,,2014,2848,Suzuki,Grand Vitara,,,
TAILANDIA,LIGHT COMMERCIALS,PICK UP,TOYOTA,HILUX,HILUX,,CD,,-,2.7,2694,158,L4,16,2TR-FE,-,INYECCION ELECTRONICA,INYECCION INDIRECTA,ASPIRADO,GASOLINA,MANUAL,-,DISCO VENTILADO,DISCO,4X2,,,,,,2008 - 2010,2008,2010,2008,2010,,2008,2831,Toyota,Hilux,,,
COLOMBIA,PASSENGER CARS,AUTOMOVIL,CHEVROLET,CHEVETTE,CHEVETTE,-,SD,1.4 MT 1400CC 4P,4,1.4,1400,73,L4,8,14L,-,CARBURADOR,-,-,GASOLINA,MANUAL,-,DISCOS,TAMBOR,4X2,914,5,PARTICULAR,-,2,1984 - 1992,1984,1992,1984,1992,,1984,2819,Chevrolet,Chevette,,,
INDIA,PASSENGER CARS,SUV,KIA,SELTOS,SELTOS,,LX AC 1.6 5P 4X2 TM,,5,1.6,1600,-,-,-,G4FJ,-,-,-,-,GASOLINA,MANUAL,-,,,4X2,,,,,2,2021 - 2023,2021,2023,2021,2023,,2021,2813,Kia,Seltos,,,
COREA,PASSENGER CARS,HATCHBACK,HYUNDAI,GETZ,GETZ,,1.4 MANUAL,,-,1.4,1400,-,-,-,G4EE...,-,-,-,-,GASOLINA,MANUAL,-,,,-,,,,,,2010 - 2011,2010,2011,2010,2011,,2010,2799,,,,,
MEXICO,LIGHT COMMERCIALS,PICK UP,NISSAN,FRONTIER,NP300,,2.4 MANUAL,,-,2.4,2400,-,-,-,KA24DE,-,-,-,-,GASOLINA,MANUAL,-,,,-,,,,,,2009 - 2012,2009,2012,2009,2012,,2009,2727,Nissan,Frontier,,,
COLOMBIA,HEAVIES,CAMION,CHEVROLET,NHR,NHR,,2.8 MT,,-,2.8,2771,-,L4,-,-,-,-,-,-,DIESEL,MANUAL,-,,,-,,,,,,2004 - 2012,2004,2012,2004,2012,,2004,2708,Chevrolet,NHR,,,
JAPON,PASSENGER CARS,CAMPERO,MITSUBISHI,MONTERO,MONTERO,-,L042 LONA,2.6 MT 2600CC 3P IMP,3,2.6,2555,113,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X4,1425,5,PARTICULAR,-,2,1982 - 1982,1982,1982,1982,1982,,1982,2707,Mitsubishi,Montero,,,
MEXICO,PASSENGER CARS,SEDAN,KIA,RIO,RIO,,EX,,4,1.4,1368,109,-,-,G4FA,-,INYECCION ELECTRONICA,INYECCION DIRECTA,-,GASOLINA,MANUAL,-,DISCO VENTILADO,TAMBOR,4X2,,,,,2,2019 - 2020,2019,2020,2019,2020,,2019,2687,Kia,Rio,,,
COLOMBIA,PASSENGER CARS,HATCHBACK,CHEVROLET,SPARK,SPARK,,GT LS,,5,1.2,1206,80,-,-,B12D,-,INYECCION ELECTRONICA,INYECCION DIRECTA,ASPIRADO,GASOLINA,MANUAL,5,DISCO,TAMBOR,4X2,993,5,PARTICULAR,,2,2019 - 2020,2019,2020,2019,2020,,2019,2679,Chevrolet,Spark,,,
CHINA,PASSENGER CARS,SUV,DFSK,GLORY,GLORY 560,,AC 1.8 5P 4X2 TM,,5,1.8,1794,-,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,,,4X2,,,,,2,2022 - 2023,2022,2023,2022,2023,,2022,2672,DFSK,Glory,,,
ECUADOR,LIGHT COMMERCIALS,PICKUP,CHEVROLET,D-MAX,D-MAX,,CRDI AC 2.5 CS 4X4 TM DIESEL,,2,2.5,2499,-,-,-,4JA1-L,-,-,-,TURBO,DIESEL,MANUAL,-,,,4X4,,,,,2,2021 - 2023,2021,2023,2021,2023,,2021,2669,Chevrolet,D-Max,,,
ECUADOR,PASSENGER CARS,AUTOMOVIL,CHEVROLET,SWIFT,SWIFT,-,1,1.0 MT 1000CC,3,1.0,1000,52,L3,12,K10,K10,INYECCION MULTIPUNTO,-,-,GASOLINA,MANUAL,-,-,-,4X2,800,5,PARTICULAR,-,2,1993 - 1996,1993,1996,1993,1996,,1993,2656,Chevrolet,Swift,,,
COLOMBIA,PASSENGER CARS,AUTOMOVIL,CHEVROLET,ALTO,ALTO,-,1.0L,1.0 MT 1000CC,5,1.0,996,65,L4,8,B10S,B10S,INYECCION MULTIPUNTO,-,-,GASOLINA,MANUAL,-,-,-,4X2,730,5,PARTICULAR,-,2,1999 - 2003,1999,2003,1999,2003,,1999,2654,,,,,
COLOMBIA,PASSENGER CARS,AUTOMOVIL,MAZDA,323,323,-,HE,1.3 MT 1300CC PC,3,1.3,1300,68,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,1180,5,PARTICULAR,-,2,1988 - 1988,1988,1988,1988,1988,,1988,2644,Mazda,323,,,
COREA,PASSENGER CARS,HATCHBACK,KIA,PICANTO,PICANTO,,LX,,4,1.0,998,-,-,-,B3LA,-,INYECCION ELECTRONICA,INYECCION DIRECTA,-,GASOLINA,MANUAL,-,DISCO VENTILADO,TAMBOR,4X2,,,,,2,2019 - 2020,2019,2020,2019,2020,,2019,2615,Kia,Picanto,,,
ECUADOR,PASSENGER CARS,SEDAN,CHEVROLET,SAIL,SAIL,,LT,,4,1.5,1485,109,-,-,S-TEC III,-,INYECCION ELECTRONICA,INYECCION DIRECTA,ASPIRADO,GASOLINA,MANUAL,5,DISCO VENTILADO,TAMBOR,4X2,1012,5,PARTICULAR,,2,2018 - 2020,2018,2020,2018,2020,,2018,2611,Chevrolet,Sail,,,
MEXICO,PASSENGER CARS,SUV,NISSAN,KICKS,KICKS,,DRIVE,,5,1.6,1598,118,-,-,HR16DE,-,INYECCION ELECTRONICA,INYECCION DIRECTA,-,GASOLINA,MANUAL,-,DISCO VENTILADO,TAMBOR,4X2,,,,,2,2018 - 2020,2018,2020,2018,2020,,2018,2611,Nissan,Kicks,,,
CHINA,PASSENGER CARS,SEDAN,CHEVROLET,SAIL,SAIL,,1.4 MANUAL 4X2,,4,1.4,1400,-,L4,-,LCU,-,-,-,-,GASOLINA,MANUAL,-,,,4X2,,,,,,2012 - 2012,2012,2012,2012,2012,,2012,2540,Chevrolet,Sail,,,
COLOMBIA,PASSENGER CARS,AUTOMOVIL,FIAT,147,147,-,GL,1.3 MT 1300CC 3P,3,1.3,1300,55,L4,-,127 A2.011,-,CARBURADOR,-,-,GASOLINA,MANUAL,-,-,-,4X2,785,5,PARTICULAR,-,2,1980 - 1980,1980,1980,1980,1980,,1980,2535,,,,,
CHINA,PASSENGER CARS,SEDAN,GREAT WALL,VOLEEX,VOLEEX C30,,COMFORT,,4,1.5,1497,103,-,-,-,-,-,-,ASPIRADO,GASOLINA,MANUAL,5,DISCO,DISCO,4X2,1500,5,,,2,2017 - 2019,2017,2019,2017,2019,,2017,2531,,,,,
COLOMBIA,PASSENGER CARS,SEDAN,RENAULT,LOGAN,LOGAN,,1.4 MANUAL,,4,1.4,1400,-,L4,-,K7J 710,-,-,-,-,GASOLINA,MANUAL,-,,,-,,,,,,2009 - 2011,2009,2011,2009,2011,,2009,2499,Renault,Logan,,,
VENEZUELA,PASSENGER CARS,AUTOMOVIL,FORD,FESTIVA,FESTIVA,-,CASUAL,1.3 MT 1300CC 5P,5,1.3,1300,70,L4,8,B3,B3,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,810,5,PARTICULAR,-,2,1993 - 1993,1993,1993,1993,1993,,1993,2496,Ford,Festiva,,,
MEXICO,PASSENGER CARS,SEDAN,NISSAN,VERSA,VERSA,,AC 1.6 4P 4X2 TM,,4,1.6,1598,106,-,-,HR16DE,-,INYECCION ELECTRONICA,INYECCION DIRECTA,-,GASOLINA,MANUAL,-,DISCO VENTILADO,TAMBOR,4X2,,,,,2,2017 - 2019,2017,2019,2017,2019,,2017,2463,Nissan,Versa,,,
COLOMBIA,LIGHT COMMERCIALS,PICKUP DOBLE CAB,TOYOTA,HILUX,HILUX G6,G6,ET,2.4 MT 2400CC 4X2 SA,4,2.4,2438,140,L4,16,22RE,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,1570,5,PARTICULAR,-,2,2000 - 2000,2000,2000,2000,2000,,2000,2456,Toyota,Hilux,,,
COLOMBIA,PASSENGER CARS,AUTOMOVIL,MAZDA,323,323,-,HX5,1.5 MT 1500CC PM AA,5,1.5,1490,75,-,-,-,-,-,-,-,GASOLINA,MANUAL,-,-,-,4X2,1220,5,PARTICULAR,-,2,1993 - 1993,1993,1993,1993,1993,,1993,2455,Mazda,323,,,
ECUADOR,LIGHT COMMERCIALS,PICKUP,CHEVROLET,D-MAX,D-MAX,,CRDI FULL,,4,2.5,2499,134,-,-,4JK-1E5-TC,-,-,INYECCION DIRECTA,TURBO,DIESEL,MANUAL,5,DISCO VENTILADO,TAMBOR,4X4,1875,5,PARTICULAR,,2,2020 - 2021,2020,2021,2020,2021,,2020,2430,Chevrolet,D-Max,,,
